Date,State,Sector,GDP_Before_COVID,GDP_During_COVID,GDP_Loss_Percent,Unemployment_Rate_Before,Unemployment_Rate_During,Migration_Effect,Recovery_Factor,Govt_Support_Received,Sector_Impact_Score,Health_Index,Lockdown_Severity,Vaccination_Rate,Urban_Rural_Ratio,Inflation_Rate,Population_Affected,Recovery_Progress,Remarks
2021-02-19,Punjab,Manufacturing,36183.07,23861.3,34.05,5.24,12.1233491300433,0,0.72,797.03,3,76.14,4,64.04,2.54,5.8,144.46,96.97,Medium Impact
2021-03-21,Meghalaya,Transport,78595.39,50649.27,35.56,5.95,8.17569696573442,0,0.76,797.03,6,58.92,4,91.94,2.64,5.26,307.7,40.72,Medium Impact
2021-04-20,Karnataka,Trade,55868.42,35931.74,35.69,4.61,13.479274167743,1,0.26,797.03,6,40.99,4,50.89,0.34,6.33,93.41,72.56,Low Impact
2021-05-20,Odisha,Transport,1517.73,1186.1,21.85,4.4,9.34003388594953,1,0.05,797.03,2,59.97,3,29.8,0.65,3.72,454.5,82.93,Low Impact
2021-06-19,Punjab,Services,76338.09,52371.49,31.4,3.26,10.8589310153594,1,0.0,797.03,9,69.44,5,15.92,0.97,5.73,206.1,35.12,High Impact
2021-07-19,Odisha,Services,4495.82,3261.04,27.47,7.5,12.5091907316541,1,0.35,797.03,8,51.51,5,83.01,1.87,5.73,425.13,77.39,Low Impact
2021-08-18,Tripura,Finance,74827.64,70811.41,5.37,4.84,8.51134314869307,0,0.24,797.03,6,63.17,2,97.15,1.21,6.23,125.37,84.92,Low Impact
2021-09-17,Bihar,Real Estate,21045.58,17667.97,16.05,3.37,9.44173738598875,1,0.06,797.03,1,38.46,2,34.92,2.56,6.81,157.27,31.72,Low Impact
2021-10-17,Telangana,Transport,95849.27,89345.25,6.79,4.62,8.942733647905,1,0.18,797.03,2,59.39,5,29.1,2.21,8.74,30.55,99.32,Low Impact
2021-11-16,Gujarat,Services,37426.13,24323.05,35.01,8.61,15.9580097691916,0,0.12,797.03,4,35.9,1,60.15,0.48,6.91,129.63,11.86,High Impact
2021-12-16,Tripura,Mining,33366.23,24482.43,26.63,8.96,12.9482853028648,0,0.91,797.03,7,33.19,5,77.53,1.95,8.3,245.67,29.53,High Impact
2022-01-15,Delhi,Public Administration,15739.92,12499.95,20.58,6.38,13.4640597664462,0,0.14,797.03,9,85.72,3,45.54,0.52,6.34,473.12,80.2,High Impact
2022-02-14,Tamil Nadu,Transport,31254.82,19592.56,37.31,5.91,9.48378514868867,1,0.54,797.03,10,43.33,2,63.01,0.91,6.76,195.06,27.47,Medium Impact
2022-03-16,Tamil Nadu,Construction,87788.43,52801.72,39.85,9.84,18.5497470948578,0,0.59,797.03,5,67.39,2,71.65,0.7,3.42,320.23,72.84,Medium Impact
2022-04-15,Arunachal Pradesh,Public Administration,99637.1,83162.31,16.53,4.4,13.9393768444142,0,0.54,797.03,10,39.68,2,96.06,0.68,3.8,214.43,87.0,Medium Impact
2022-05-15,Tamil Nadu,Services,37462.64,30893.07,17.54,4.51,7.61394234249933,0,0.1,797.03,2,47.06,5,16.5,1.93,6.48,24.35,96.33,Low Impact
2022-06-14,Tamil Nadu,Finance,45412.45,33776.69,25.62,5.04,11.7180241203733,1,0.32,797.03,1,53.49,2,99.74,1.78,5.37,252.26,52.68,Low Impact
2022-07-14,Punjab,Trade,72485.02,55913.16,22.86,4.21,6.91871700654873,1,0.05,797.03,10,39.34,2,39.22,0.69,7.79,33.89,97.4,High Impact
2022-08-13,Karnataka,Trade,88733.38,66142.31,25.46,5.66,13.64182445542,1,0.4,797.03,1,32.99,5,72.32,2.97,6.26,441.97,47.05,High Impact
2022-09-12,Meghalaya,Services,59711.39,36328.52,39.16,9.38,14.0240429792964,1,0.19,797.03,5,87.02,1,57.24,1.38,8.29,376.77,29.63,Low Impact
2022-10-12,Meghalaya,Services,39761.04,28523.78,28.26,7.31,14.586244568387,1,0.56,797.03,7,30.77,2,48.67,0.47,8.83,189.95,56.25,Medium Impact
2022-11-11,Telangana,Agriculture,41849.56,27703.52,33.8,5.88,13.0546100938429,1,0.69,797.03,9,33.99,2,69.81,0.54,3.89,320.47,68.48,Medium Impact
2019-01-01,Nagaland,Public Administration,69866.2,44326.5,36.56,9.54,20.783543461938,1,0.53,797.03,9,82.33,2,39.58,1.83,5.37,56.9,51.22,Medium Impact
2019-01-31,Gujarat,Finance,1318.61,1232.71,6.51,3.34,10.8308322256872,0,0.43,797.03,8,48.33,3,12.61,2.94,6.99,351.57,61.03,Medium Impact
2019-03-02,Assam,Public Administration,62339.34,50480.9,19.02,4.47,12.2999847971831,0,0.39,797.03,1,76.98,5,48.89,1.8,4.83,411.54,47.48,High Impact
2019-04-01,Uttar Pradesh,Agriculture,36193.81,30946.78,14.5,6.96,12.9765312576438,0,0.84,797.03,5,39.5,2,52.19,2.86,4.6,411.05,57.23,Medium Impact
2019-05-01,Jharkhand,Services,79625.54,56564.18,28.96,7.31,18.8007960318281,1,0.22,797.03,6,45.42,3,20.19,1.44,7.88,142.85,95.73,Medium Impact
2019-05-31,Assam,Public Administration,10206.07,7528.01,26.24,3.28,13.051859094396,1,0.73,797.03,6,67.23,1,93.56,1.42,8.88,132.61,54.98,Low Impact
2019-06-30,Assam,Transport,59232.02,40450.93,31.71,5.82,10.6740529030284,0,0.76,797.03,4,94.26,1,22.75,1.6,7.64,261.18,32.79,Low Impact
2019-07-30,Odisha,Public Administration,48616.32,30819.73,36.61,7.54,17.9820958577623,0,0.42,797.03,1,34.77,3,40.92,2.15,6.14,483.92,78.29,High Impact
2019-08-29,Tripura,Construction,64590.23,42801.43,33.73,7.89,14.2139636018509,1,0.3,797.03,3,56.04,1,15.49,1.23,5.66,460.34,40.38,Medium Impact
2019-09-28,Karnataka,Public Administration,7420.51,6523.59,12.09,7.47,17.7566714353359,1,0.47,797.03,10,32.8,4,53.58,2.62,6.24,180.46,83.46,High Impact
2019-10-28,Punjab,Manufacturing,58418.39,48904.43,16.29,5.24,15.468880682935,1,0.09,797.03,4,42.95,1,30.76,0.28,5.78,390.13,15.12,Medium Impact
2019-11-27,Telangana,Real Estate,56586.97,44784.35,20.86,3.65,7.53870186762854,1,0.05,797.03,4,88.99,4,48.93,1.43,6.02,460.74,39.9,Low Impact
2019-12-27,Sikkim,Services,56505.35,43299.0,23.37,5.99,15.0014113138357,1,0.11,797.03,4,36.27,3,22.46,1.63,4.22,131.2,18.49,Medium Impact
2020-01-26,Tripura,Transport,60745.28,56058.9,7.71,3.9,8.80642969306531,1,0.19,797.03,5,85.7,4,5.38,1.9,8.42,415.32,17.68,Low Impact
2020-02-25,Goa,Manufacturing,67970.33,42512.53,37.45,9.63,14.6049266999266,1,0.5,797.03,9,41.56,1,77.92,0.97,7.53,134.68,69.26,High Impact
2020-03-26,Punjab,Construction,80693.91,56341.32,30.18,6.33,11.2934807688058,1,0.85,797.03,4,86.02,2,64.11,1.4,7.09,172.3,44.68,Medium Impact
2020-04-25,Sikkim,Transport,27712.25,20021.5,27.75,5.22,14.4756824755994,0,0.24,797.03,9,64.97,4,34.07,1.56,8.7,100.21,88.43,High Impact
2020-05-25,Meghalaya,Transport,82679.89,72249.74,12.62,8.36,12.6582604179253,1,0.94,797.03,9,87.08,1,4.75,2.12,4.71,254.03,56.48,High Impact
2020-06-24,Uttar Pradesh,Services,50327.31,47679.09,5.26,6.49,8.4990583524609,1,0.95,797.03,1,39.86,2,86.56,2.37,3.49,421.81,36.58,High Impact
2020-07-24,Andhra Pradesh,Manufacturing,8628.77,5904.1,31.58,5.17,14.3223685348263,1,0.96,797.03,5,79.53,3,16.98,2.27,7.96,264.5,74.88,Low Impact
2020-08-23,Uttarakhand,Transport,6796.54,6157.72,9.4,8.68,12.3918474383512,0,0.84,797.03,9,74.25,3,93.07,1.16,8.99,62.6,66.16,Medium Impact
2020-09-22,Andhra Pradesh,Real Estate,34089.59,30364.21,10.93,9.07,12.1148239530783,0,0.36,797.03,4,65.29,5,47.86,3.0,6.47,126.64,81.96,High Impact
2020-10-22,Telangana,Agriculture,78704.8,53411.45,32.14,7.71,12.0851612059406,1,0.07,797.03,5,82.69,3,34.04,2.58,3.35,281.87,67.92,Low Impact
2020-11-21,Karnataka,Trade,71060.41,52568.1,26.02,3.33,9.12900522322704,0,0.57,797.03,4,72.14,5,74.18,0.93,7.68,292.01,25.03,High Impact
2020-12-21,Jharkhand,Construction,79072.88,58781.63,25.66,6.96,13.719063274732,0,0.56,797.03,2,87.01,3,87.68,0.75,3.44,288.88,70.33,High Impact
2021-01-20,Chhattisgarh,Construction,52209.64,49201.18,5.76,8.34,10.7857004071263,0,0.85,797.03,10,54.77,3,37.07,1.08,6.24,39.42,45.24,Low Impact
2021-02-19,West Bengal,Manufacturing,44579.7,29570.26,33.67,3.96,15.6657333262736,1,1.0,797.03,2,68.35,3,40.73,1.47,4.67,377.09,51.68,High Impact
2021-03-21,Gujarat,Transport,15597.8,13721.47,12.03,4.6,13.7606305341955,1,0.51,797.03,2,86.59,5,43.32,2.58,8.49,454.8,92.94,High Impact
2021-04-20,Tripura,Trade,33491.08,24012.01,28.3,9.18,14.4119406532433,1,0.35,797.03,1,43.96,5,92.23,2.38,5.71,255.75,42.4,Low Impact
2021-05-20,Delhi,Manufacturing,43967.92,37627.95,14.42,3.14,8.32697257285397,1,0.19,797.03,3,61.57,4,69.26,2.58,8.39,359.7,65.08,High Impact
2021-06-19,Madhya Pradesh,Agriculture,9771.44,7299.3,25.3,8.27,14.7554254936845,1,0.0,797.03,10,92.45,1,24.76,0.96,4.79,457.09,42.71,Medium Impact
2021-07-19,Sikkim,Agriculture,22840.58,18327.87,19.76,6.32,14.5824482276303,1,0.51,797.03,1,60.78,1,18.5,1.86,5.32,321.67,18.53,High Impact
2021-08-18,Karnataka,Finance,60224.3,53684.79,10.86,6.13,9.59373066588967,1,0.56,797.03,4,46.43,1,23.04,0.99,8.68,337.49,50.82,Medium Impact
2021-09-17,Telangana,Real Estate,73830.65,65078.61,11.85,3.05,6.93929813764952,0,0.82,797.03,1,52.82,3,26.36,0.51,4.21,360.98,63.74,Low Impact
2021-10-17,Sikkim,Finance,99836.4,90177.04,9.68,8.74,19.3343458283355,1,0.5,797.03,4,87.53,1,23.02,2.12,6.47,130.99,46.68,High Impact
2021-11-16,Assam,Services,93378.22,57975.37,37.91,5.52,10.0825492388907,1,0.92,797.03,3,92.07,5,65.85,0.6,5.33,291.76,45.16,Medium Impact
2021-12-16,Telangana,Finance,64613.95,54419.01,15.78,6.79,12.5919499797517,1,0.63,797.03,9,91.76,4,11.59,2.07,7.65,421.25,83.83,Medium Impact
2022-01-15,Karnataka,Real Estate,42703.56,27714.42,35.1,7.74,18.4527185095011,1,0.84,797.03,1,75.43,2,38.74,2.01,3.78,148.79,12.67,Medium Impact
2022-02-14,Goa,Finance,63981.56,47700.59,25.45,7.92,16.5514782939982,1,0.15,797.03,8,63.12,4,62.51,2.47,5.62,448.69,36.6,High Impact
2022-03-16,Bihar,Transport,78779.51,62393.84,20.8,9.69,15.1071187934168,1,0.86,797.03,9,41.87,1,29.09,0.59,7.19,310.57,83.06,Medium Impact
2022-04-15,Jharkhand,Mining,12715.28,9421.5,25.9,6.72,15.5569954572462,1,0.68,797.03,7,38.01,1,6.53,2.39,5.44,212.16,92.85,High Impact
2022-05-15,Madhya Pradesh,Finance,41580.58,32510.36,21.81,5.8,7.99683215381413,1,0.17,797.03,1,33.88,5,8.18,3.0,3.35,311.97,47.11,Low Impact
2022-06-14,Nagaland,Manufacturing,84140.43,79831.11,5.12,9.68,19.0364266001136,0,0.19,797.03,4,31.15,4,12.6,2.58,7.23,201.53,89.99,Low Impact
2022-07-14,Punjab,Real Estate,38999.46,25245.37,35.27,7.49,14.3601604051623,0,0.93,797.03,10,87.08,5,83.58,2.31,6.02,419.18,27.9,High Impact
2022-08-13,Sikkim,Public Administration,57615.35,48190.03,16.36,5.09,15.2218214728446,1,0.03,797.03,1,82.59,5,65.79,2.05,3.07,241.68,29.93,High Impact
2022-09-12,Assam,Construction,59189.17,43717.14,26.14,3.89,15.4363765200646,1,0.46,797.03,4,66.91,2,6.45,1.38,6.68,450.71,86.16,Low Impact
2022-10-12,Goa,Services,19263.15,12454.66,35.34,8.9,20.1578854949456,0,0.31,797.03,3,94.92,5,39.11,2.25,8.52,255.39,91.29,Low Impact
2022-11-11,Arunachal Pradesh,Real Estate,36861.31,24164.72,34.44,5.54,16.6326504345534,1,0.67,797.03,2,91.95,5,27.86,2.23,3.67,330.52,30.05,Medium Impact
2019-01-01,Uttarakhand,Manufacturing,34116.62,31805.07,6.78,7.62,14.7416995593388,1,0.84,797.03,1,72.58,2,57.8,1.97,6.54,498.87,15.34,Low Impact
2019-01-31,Uttarakhand,Agriculture,3593.47,3262.37,9.21,6.3,11.9014211413893,0,0.36,797.03,6,60.2,3,52.28,2.43,7.37,74.34,18.13,Medium Impact
2019-03-02,Tripura,Trade,3394.98,3114.77,8.25,4.39,11.0403532473067,1,0.43,797.03,7,39.89,3,48.11,1.46,3.42,368.63,33.52,Low Impact
2019-04-01,Himachal Pradesh,Agriculture,83338.01,78924.13,5.3,7.21,16.1089600331336,1,0.98,797.03,6,63.51,2,31.45,0.54,3.14,70.3,78.53,Low Impact
2019-05-01,Assam,Transport,28034.01,18864.38,32.71,3.42,14.2599777687118,1,0.78,797.03,9,40.25,5,13.78,1.77,5.79,419.59,55.9,High Impact
2019-05-31,Maharashtra,Trade,52289.8,37878.93,27.56,5.89,9.95986303000119,0,0.9,797.03,9,55.9,1,74.24,0.94,7.75,298.63,51.0,Low Impact
2019-06-30,Uttarakhand,Manufacturing,30573.83,25505.5,16.58,6.83,18.011931584617,0,0.44,797.03,2,91.27,4,87.99,1.28,3.96,469.14,62.57,Low Impact
2019-07-30,Tripura,Manufacturing,94127.25,72415.0,23.07,6.05,16.2018023196988,1,0.23,797.03,2,52.23,1,94.42,0.25,8.02,433.11,90.12,Low Impact
2019-08-29,Arunachal Pradesh,Transport,26670.38,19907.74,25.36,8.24,20.0285601517823,0,0.41,797.03,9,39.93,1,5.86,1.27,6.94,38.36,18.14,High Impact
2019-09-28,Manipur,Services,43536.02,31573.8,27.48,8.8,19.6025177328168,0,0.72,797.03,1,67.86,5,73.99,2.46,4.99,69.51,72.53,Medium Impact
2019-10-28,Bihar,Finance,87400.29,70603.98,19.22,8.4,13.199373296919,0,0.11,797.03,5,69.15,4,72.65,1.72,6.09,300.98,93.41,Low Impact
2019-11-27,Maharashtra,Services,84351.42,67604.1,19.85,3.27,6.32955911344047,1,0.27,797.03,1,42.6,4,94.71,0.23,8.79,259.64,29.2,Low Impact
2019-12-27,Rajasthan,Manufacturing,19424.04,12752.08,34.35,4.36,7.48241071991588,0,0.05,797.03,7,42.78,3,25.29,1.52,4.3,85.11,85.4,Low Impact
2020-01-26,Bihar,Mining,80461.69,61561.96,23.49,6.76,11.6722331857827,0,0.43,797.03,9,94.32,2,74.22,1.02,6.0,65.55,72.82,High Impact
2020-02-25,Manipur,Manufacturing,46360.5,36797.03,20.63,9.54,17.6818372398453,0,0.83,797.03,6,45.81,5,5.46,1.54,6.75,282.43,11.3,Medium Impact
2020-03-26,Goa,Transport,48813.92,39031.63,20.04,8.84,18.8832032609717,1,0.02,797.03,2,84.48,4,63.12,1.33,3.83,25.41,30.85,High Impact
2020-04-25,Andhra Pradesh,Public Administration,14214.52,9574.01,32.65,8.9,19.8925030698156,0,0.68,797.03,6,60.57,5,35.08,2.81,3.26,436.99,64.53,High Impact
2020-05-25,Odisha,Public Administration,8979.55,7720.57,14.02,5.12,13.3575338436923,0,0.93,797.03,9,58.27,3,76.89,0.32,3.08,403.73,55.22,Medium Impact
2020-06-24,Telangana,Real Estate,73065.99,44484.01,39.12,6.01,8.06631312748053,1,0.24,797.03,3,49.17,1,86.33,2.11,4.95,392.9,57.51,High Impact
2020-07-24,Maharashtra,Agriculture,50149.65,36317.93,27.58,6.29,10.1531677651853,0,0.69,797.03,9,80.3,4,36.48,2.58,3.44,8.98,30.87,Low Impact
2020-08-23,Rajasthan,Finance,44248.22,38631.99,12.69,4.1,7.09726203853367,0,0.98,797.03,8,87.24,3,52.56,2.89,7.82,24.77,70.75,Low Impact
2020-09-22,Sikkim,Services,73221.31,58383.93,20.26,3.22,8.8532447556901,0,0.96,797.03,7,46.97,5,11.74,0.7,8.98,275.37,33.98,Medium Impact
2020-10-22,Gujarat,Public Administration,76785.78,53090.21,30.86,9.63,16.6435099363374,1,0.23,797.03,8,36.18,3,41.69,1.69,3.37,497.22,45.05,High Impact
2020-11-21,Jharkhand,Finance,16731.91,14108.91,15.68,4.68,7.1139717857856,1,0.1,797.03,10,38.9,3,36.08,0.32,5.6,171.82,43.2,Medium Impact
2020-12-21,Tripura,Services,61412.29,49043.05,20.14,4.68,10.1647797579565,0,0.15,797.03,6,81.53,3,18.31,1.6,3.15,172.84,70.48,Low Impact
2021-01-20,Kerala,Agriculture,14400.05,12653.11,12.13,3.58,7.37179674625322,0,0.7,797.03,3,58.33,3,89.45,0.55,3.8,68.0,18.12,High Impact
2021-02-19,Tamil Nadu,Manufacturing,75386.13,64625.42,14.27,9.5,17.9707016625887,0,0.73,797.03,7,38.57,3,14.81,2.55,4.94,337.49,28.5,High Impact
2021-03-21,Gujarat,Transport,66038.56,53724.86,18.65,7.06,13.7027236932434,0,0.67,797.03,4,52.12,3,63.57,0.52,5.36,323.69,28.04,Medium Impact
2021-04-20,Meghalaya,Construction,95704.85,73775.25,22.91,7.67,14.623176469339,0,0.34,797.03,10,63.43,2,89.01,1.64,8.64,51.56,19.76,Low Impact
2021-05-20,Himachal Pradesh,Construction,7826.84,5060.94,35.34,9.38,15.6569178803346,0,0.17,797.03,5,85.38,5,91.2,1.66,5.38,234.24,28.68,Medium Impact
2021-06-19,Maharashtra,Finance,6648.42,4597.16,30.85,5.42,16.9801971048656,1,0.58,797.03,8,71.71,1,79.32,2.92,5.98,333.87,64.64,Low Impact
2021-07-19,Tamil Nadu,Mining,28936.52,21606.46,25.33,7.35,11.4973512512156,0,0.48,797.03,7,41.44,5,17.61,2.03,4.47,247.26,75.9,Low Impact
2021-08-18,Meghalaya,Mining,26908.86,21789.58,19.02,3.27,10.4366425984387,0,0.73,797.03,7,40.32,4,81.74,1.01,3.0,337.51,69.43,Medium Impact
2021-09-17,Chhattisgarh,Trade,25450.9,19846.55,22.02,4.31,13.6701736836533,0,0.44,797.03,8,56.8,4,27.66,0.87,8.4,408.32,52.77,High Impact
2021-10-17,West Bengal,Trade,90719.2,63581.87,29.91,8.82,16.3884441313456,1,0.34,797.03,10,34.89,5,92.24,0.56,3.49,343.22,14.72,High Impact
2021-11-16,Kerala,Trade,25705.07,15481.2,39.77,8.37,19.660208857168,0,0.29,797.03,3,79.11,3,70.91,2.32,8.79,308.44,96.31,Medium Impact
2021-12-16,Punjab,Construction,27923.02,21603.59,22.63,5.45,11.2296835564128,1,0.21,797.03,3,56.09,2,78.53,2.13,3.79,426.94,25.13,Low Impact
2022-01-15,Haryana,Manufacturing,76180.43,53323.95,30.0,5.64,12.2767580577317,0,0.27,797.03,2,52.3,1,8.5,1.91,6.63,450.39,70.16,Medium Impact
2022-02-14,Odisha,Agriculture,45524.24,39019.41,14.29,6.73,9.61522315214728,0,0.09,797.03,1,63.09,3,58.28,0.31,9.0,195.05,92.16,High Impact
2022-03-16,Rajasthan,Finance,77894.35,47389.46,39.16,3.0,11.0899911105192,0,0.35,797.03,10,76.08,5,82.11,2.34,3.83,87.45,72.8,Medium Impact
2022-04-15,Telangana,Public Administration,7471.25,6012.04,19.53,4.69,9.57211968448106,0,0.04,797.03,6,67.01,5,86.16,2.0,5.54,409.11,29.62,Low Impact
2022-05-15,Andhra Pradesh,Mining,49269.55,45796.83,7.05,4.46,8.06309039515568,0,0.19,797.03,6,82.16,2,2.86,2.9,7.68,107.66,38.42,Low Impact
2022-06-14,Meghalaya,Real Estate,4327.75,2860.83,33.9,4.75,12.195312929045,0,0.75,797.03,10,70.91,2,93.92,1.84,3.19,464.55,12.72,High Impact
2022-07-14,Odisha,Services,7202.67,5510.6,23.49,8.64,15.9631026337991,1,0.33,797.03,8,81.22,5,4.33,1.05,7.14,12.42,65.15,Medium Impact
2022-08-13,Goa,Agriculture,90737.31,57345.77,36.8,4.96,7.71871641224047,0,0.67,797.03,6,75.29,3,61.45,1.27,3.48,460.71,65.17,Medium Impact
2022-09-12,Jharkhand,Transport,14785.29,12108.98,18.1,4.34,13.3221545349447,0,0.72,797.03,6,42.55,3,69.34,0.69,4.42,295.0,75.3,Low Impact
2022-10-12,Uttarakhand,Agriculture,53709.65,42574.89,20.73,6.53,14.7677219065085,0,0.58,797.03,1,33.4,3,10.73,2.22,3.96,387.6,10.99,Low Impact
2022-11-11,Tamil Nadu,Finance,41698.46,30964.36,25.74,9.06,12.9501728274649,1,0.96,797.03,7,88.72,1,4.8,2.18,8.44,199.85,83.61,High Impact
2019-01-01,Uttar Pradesh,Manufacturing,35386.99,27689.68,21.75,4.69,11.3843486215404,0,0.02,797.03,7,91.47,1,78.49,0.76,4.08,495.87,76.48,High Impact
2019-01-31,Gujarat,Trade,90083.5,82318.4,8.62,3.55,12.7532291647856,1,0.74,797.03,10,77.25,3,38.47,0.64,3.24,114.55,22.68,High Impact
2019-03-02,Rajasthan,Public Administration,3160.52,2113.45,33.13,5.49,12.7843574054127,0,0.96,797.03,9,77.07,5,10.71,0.42,6.53,132.91,41.29,Low Impact
2019-04-01,Goa,Real Estate,66715.18,40556.0,39.21,8.23,14.1848907618357,0,0.86,797.03,7,47.56,2,76.27,2.75,5.08,26.66,67.47,Medium Impact
2019-05-01,Uttarakhand,Construction,96376.05,86890.98,9.84,6.85,12.0733845808094,1,0.17,797.03,8,65.26,4,84.92,0.85,5.43,470.3,54.62,Low Impact
2019-05-31,Uttar Pradesh,Manufacturing,56456.65,45277.72,19.8,8.72,16.8239386664405,1,0.33,797.03,4,94.5,2,58.74,1.16,3.71,228.56,20.36,Low Impact
2019-06-30,Tripura,Agriculture,93745.42,85470.55,8.83,9.72,21.1110869831024,0,0.17,797.03,9,85.65,2,16.12,0.99,7.49,337.75,17.86,High Impact
2019-07-30,Tamil Nadu,Construction,6173.53,4993.96,19.11,8.55,17.2674484047748,1,0.6,797.03,1,49.79,4,1.52,1.36,6.61,344.03,80.33,High Impact
2019-08-29,Bihar,Services,42460.54,37516.28,11.64,7.23,9.97745903636315,1,0.71,797.03,8,49.57,3,70.08,2.2,5.19,437.38,24.04,High Impact
2019-09-28,Haryana,Trade,26755.62,20077.03,24.96,6.45,13.0568497348213,0,0.32,797.03,3,61.43,2,55.01,2.64,4.03,332.8,25.49,Low Impact
2019-10-28,Tripura,Manufacturing,73351.28,63261.88,13.75,3.28,14.1882413151062,0,0.54,797.03,1,56.3,4,65.08,0.71,6.56,281.45,84.78,Medium Impact
2019-11-27,Punjab,Real Estate,98148.41,90253.79,8.04,9.89,12.8346242580108,0,0.69,797.03,2,54.12,5,81.32,2.12,7.67,355.45,65.09,Medium Impact
2019-12-27,Delhi,Manufacturing,26396.48,21123.6,19.98,5.68,17.5687571213754,1,0.42,797.03,6,70.75,5,43.42,1.19,4.87,375.73,64.42,Medium Impact
2020-01-26,Uttarakhand,Trade,65763.29,43619.13,33.67,4.07,15.5606939364542,0,0.85,797.03,5,30.75,5,12.45,2.95,3.16,93.78,53.14,Medium Impact
2020-02-25,Haryana,Finance,20611.67,14306.13,30.59,7.67,10.4527448072987,0,0.77,797.03,3,79.62,3,94.0,1.04,4.29,55.72,61.21,Low Impact
2020-03-26,Punjab,Real Estate,56967.7,38141.33,33.05,4.99,16.3241332044955,1,0.06,797.03,9,78.1,2,54.53,0.22,7.09,38.35,64.16,High Impact
2020-04-25,Bihar,Real Estate,46929.32,32212.28,31.36,7.1,12.7313259025946,1,0.62,797.03,8,83.97,2,61.53,1.64,8.93,187.65,97.1,High Impact
2020-05-25,West Bengal,Trade,97228.53,68764.43,29.28,7.11,17.5570916707586,0,0.24,797.03,3,84.69,1,93.34,0.62,3.08,249.5,30.07,Medium Impact
2020-06-24,Goa,Manufacturing,61244.2,48646.07,20.57,6.12,12.3038333771327,1,0.56,797.03,2,66.82,5,93.16,0.32,4.84,308.21,29.31,Low Impact
2020-07-24,Chhattisgarh,Mining,35601.13,28687.29,19.42,8.85,15.2585511270251,1,0.96,797.03,8,80.7,3,57.21,2.16,3.37,479.06,15.15,Medium Impact
2020-08-23,Karnataka,Finance,12295.48,9212.69,25.07,4.85,13.1924309097754,1,0.88,797.03,5,62.01,4,29.76,2.25,4.9,166.06,69.24,Medium Impact
2020-09-22,Telangana,Services,15973.44,13024.7,18.46,6.14,15.8847741927598,0,0.4,797.03,9,91.85,3,99.71,1.49,5.44,380.68,59.41,Low Impact
2020-10-22,Punjab,Transport,23306.38,14649.25,37.14,6.76,9.09789150948248,0,0.29,797.03,1,42.4,2,68.08,2.1,8.53,266.15,20.01,Medium Impact
2020-11-21,Karnataka,Finance,25845.7,16301.55,36.93,7.65,15.5815599552713,0,0.23,797.03,10,89.52,5,40.84,1.71,3.48,110.82,42.81,High Impact
2020-12-21,Andhra Pradesh,Transport,85210.99,56251.21,33.99,8.49,12.3573299409737,1,0.53,797.03,3,46.8,1,55.98,1.96,7.66,308.04,26.08,Low Impact
2021-01-20,Tripura,Services,56561.06,44192.69,21.87,5.76,11.219495178632,0,0.11,797.03,5,36.68,3,41.58,1.87,5.37,483.62,39.83,Medium Impact
2021-02-19,Tripura,Real Estate,52815.7,35645.22,32.51,7.52,12.9996866615521,0,0.55,797.03,2,58.54,1,88.83,2.06,7.87,63.03,95.61,High Impact
2021-03-21,Jharkhand,Agriculture,12362.12,8642.97,30.09,4.05,10.7406034022115,1,0.0,797.03,3,69.97,2,48.25,0.76,6.08,254.13,71.5,Low Impact
2021-04-20,Delhi,Trade,86153.83,63763.27,25.99,9.53,14.8713641187617,1,0.32,797.03,4,45.01,4,82.35,0.95,3.24,26.75,10.68,Medium Impact
2021-05-20,Chhattisgarh,Real Estate,72558.62,64152.93,11.58,5.68,8.75361118450667,0,0.22,797.03,4,66.13,3,84.02,1.43,8.68,161.29,32.73,Medium Impact
2021-06-19,Tripura,Real Estate,7699.17,4656.86,39.51,8.11,11.5662873852545,1,0.97,797.03,9,82.51,2,82.43,1.45,3.5,310.68,10.93,High Impact
2021-07-19,Andhra Pradesh,Trade,71075.67,58799.66,17.27,3.14,5.47437985561097,0,0.73,797.03,1,46.71,5,72.22,2.37,6.59,420.69,74.34,Low Impact
2021-08-18,Uttar Pradesh,Construction,54810.28,45717.63,16.59,4.44,11.1424908532875,0,0.35,797.03,9,67.72,3,85.49,1.23,8.27,365.43,52.25,Medium Impact
2021-09-17,Madhya Pradesh,Trade,9090.81,7995.64,12.05,6.41,17.9544769485298,0,0.09,797.03,9,52.06,1,38.72,0.66,3.48,231.97,99.46,High Impact
2021-10-17,Kerala,Public Administration,46371.76,42961.74,7.35,9.15,12.3067522364811,1,0.52,797.03,6,64.43,3,11.47,0.9,6.32,454.7,76.02,High Impact
2021-11-16,Uttarakhand,Agriculture,48984.93,29736.22,39.3,6.69,18.1526449300308,1,0.21,797.03,1,73.35,2,84.25,0.8,7.95,152.05,56.61,Medium Impact
2021-12-16,Uttar Pradesh,Services,17411.68,11384.18,34.62,9.51,18.8436151473209,0,0.54,797.03,6,52.78,2,49.82,2.25,8.92,377.24,82.42,Medium Impact
2022-01-15,Maharashtra,Manufacturing,94624.12,86123.08,8.98,6.39,14.7649880293416,0,0.84,797.03,8,94.64,1,12.74,1.52,7.35,237.53,73.43,Low Impact
